PREDICATE,SUBJECT_TEXT,OBJECT_TEXT,SENTENCE,LABEL
MANIFESTATION_OF,aorto-oesophageal fistula,aortic aneurysm,"From pathology data it appears that aortic aneurysm may be the commonest cause of       aorto-oesophageal fistula (AOF), but this entity is rarely diagnosed clinically.",1
MANIFESTATION_OF,malignant       tumors,thrombosis,"It develops in association with various diseases, especially malignant       tumors, and is an expression of a generalized thrombosis disposition.",0
MANIFESTATION_OF,pseudodementia,Depression,Depression is the       commonest cause of pseudodementia in the elderly and is also the commonest       treatable condition misdiagnosed as dementia.,1
MANIFESTATION_OF,predisposition,repair,"This indicated that in ITP, impairment of       vascular integrity and abnormal repair of the vascular walls that accompany       thrombocytopenia may be causes of the predisposition to hemorrhage.",0
MANIFESTATION_OF,hyperextension,injury,"The postulated mechanism of injury is       hyperextension with vertical impaction and rupture of the ring made up of the       lamina, pedicle, and vertebral body.",0
MANIFESTATION_OF,Duodenal ulcer disease,pathogenetic,Duodenal ulcer disease is a       heterogeneous goup of disorders having different pathogenetic mechanisms.,1
MANIFESTATION_OF,man,sleep,"While nearly complete       MAO inhibition has been said to be required for direct behavioral changes to       occur, partial MAO inhibition (reductions of 25-75 percent in enzyme activity) or       selective inhibition of either the MAO-A or MAO-B form of the enzyme-especially       after longer term inhibitor administration-lead to readily demonstrable       alterations in the sensitivity of both animals and man to a variety of exogenous       agents, and are also associated with a number of biological changes, including       those involving neuroendocrine, blood pressure, and sleep mechanisms.",0
PROCESS_OF,AMI,patients,"In three other patients with neurological symptoms probably unrelated       to a current enterovirus infection, IEF and AMI disclosed nearly identical       patterns of coxsackievirus-B-specific oligoclonal bands in the CSF and serum,       indicating diffusion of these antibodies from the serum into the CSF.",0
PRODUCES,Sertoli cells,pyruvate,Sertoli cells produce lactate and pyruvate as energy substrates for the       developing germ cells in the testis.,1
TREATS,angiotensin II,dogs,Role of vasopressin in stimulation of ACTH secretion by angiotensin II in       conscious dogs.,0
PROCESS_OF,sitting position,patients,"For adequate radiological stone visualization a sitting position       was used in 68 patients, while 2 with calculi overlying the sacroiliac joint       required placement in the prone position.",1
TREATS,antiserum,NOD mice,"These results suggest that both ATS and antiserum to 3A4       prevent the occurrence and the progress of insulitis in NOD mice, but the       immunosuppressive mechanisms differ from each other; therefore, combination       therapy with these suppressants may be more effective in the prevention of Type 1       diabetes mellitus.",1
TREATS,antibiotics,radiation injury,[A possible mechanism of preventive activity of antibiotics in radiation injury].,1
USES,treatment,estradiol,"Since bifurcation probability did not differ between the treatments, the       primary effect of estradiol treatment appears to be induction of dendritic       branches from the soma.",1
PRODUCES,cell line,T suppressor factors,Hybridomas produced by fusion between the BW5147 thymoma and an LDH-B-specific       B10.A(2R) suppressor T cell line secrete two T suppressor factors (TsF).,1
TREATS,serotherapy,work accident,[Sudden death following serotherapy for a work accident].,0
PROCESS_OF,congestive heart       failure,patients,We present a report of cardiac dilatation and symptomatic congestive heart       failure in two patients receiving treatment with continuous ambulatory peritoneal       dialysis (CAPD).,1
USES,X-ray,scanner,The scanner X-ray enhances       the tubero-pterygoid junction and allows to reposition it in the three planes.,0
USES,treatment,tinidazole,"Sixty cases of trichomonal vaginitis were randomly allocated to treatment with       tinidazole or metronidazole, both administered as a 2 g single dose.",1
USES,therapy,glipizide,"Serum triglyceride levels did       not change significantly during glipizide therapy, neither did the patients'       weight.",1
TREATS,Regional anesthesia,obstetrics,Regional anesthesia in obstetrics; present status.,1
TREATS,treatment,deformity,Criteria for the effect of treatment were:       regression of the plaque consistency and size; decrease in the erectile       deformity; change or disappearance of pain.,1
ADMINISTERED_TO,tonin,rats,"When 500       microliter of tonin was administered intravenously to rats, the       immunoimmobilization method was used to show that the tonin-alpha 1-macroglobulin       complex in the plasma formed angiotensin II.",1
PROCESS_OF,scrotal pain,children,Acute scrotal pain in children: prospective study of diagnosis and management.,1
PROCESS_OF,neutropenic,rats,Therapy of Klebsiella pneumoniae septicaemia in neutropenic rats.,1
TREATS,isoleucine,liver disease,"A rapid liquid chromatographic method for monitoring the 6 neutral amino acid       levels in serum, valine, leucine, isoleucine, tyrosine, phenylalanine and       methionine, has been developed for use as one of the routine clinical laboratory       tests for patients with severe liver disease requiring urgent treatment.",0
USES,analysis,mass spectrometer,A high performance miniature mass spectrometer for respiratory gas analysis.,1
COEXISTS_WITH,cupric acetate,NPY,"Because previous studies had shown that copper ion can       induce hypothalamic GnRH release, cupric acetate (CuAc) was administered either       intravenously or intraventricularly during the PPP to manipulate changes in NPY       concentrations.",0
PROCESS_OF,atopy,farmers,"Relations between atopy, smoking, and chronic bronchitis were studied       in farmers.",1
PROCESS_OF,herniation,patients,"Differentiation of epidural scar from recurrent or       residual disc herniation in patients with previous laminectomy, which with       computed tomography myelography has been unreliable, can be evaluated by using       magnetic resonance imaging enhanced with gadolinium-DTPA.",1
PROCESS_OF,Arthrodesis,patients,[Arthrodesis of the wrist joint in patients with rheumatoid arthritis].,1
PROCESS_OF,hypoxia,SHR,It is being suggested that arterial       chemoreceptors do not play a critical role in blood pressure and natriuretic       responses to hypobaric hypoxia in conscious SHR.,1
PROCESS_OF,small cell       bronchogenic carcinoma,patients,This report summarizes our experience in 94 patients with inoperable small cell       bronchogenic carcinoma treated with protocols ACO I and ACO II at the West       German Tumor Center Essen.,1
ADMINISTERED_TO,autografts,surgeons,Incus       autografts and tragal cartilage autografts are also used by many surgeons.,0
PROCESS_OF,pernicious anemia,patients,"Endocrine cell hyperplasia was       identified in the gastric mucosa of eight of 11 patients, including all cases       with pernicious anemia; in three of eight cases, G-cell hyperplasia was evident.",1
COEXISTS_WITH,salt,EDTA,The proportion of       monomer was decreased as the buffer salt concentration was raised and was       approximately 1 muM in 10 mM Tris acetate/0.1 mM EDTA.,1
PROCESS_OF,reproduction,virus,"Experiments were performed on the model Chinese hamster cell culture -- Sindbis       virus in which there develops an acute infection accompanied by active virus       reproduction, cell rounding and detachment from the glass for 24--48 h.",1
PROCESS_OF,lymphoma,mouse,"Using the criterion of inhibition of protein synthesis in       vitro, we show that other mouse malignancies (lymphoma and myeloma) are also more       sensitive to diphtheria toxin than normal spleen or thymus.",1
TREATS,Stimulation,humans,[Stimulation of phagocytic function by factors inhibiting leukocyte and       macrophage migration in humans].,0
PROCESS_OF,B-cell proliferation,murine,"Dissociation of murine B-cell proliferation and differentiation by monoclonal       antibody, NIM R2.",1
USES,therapy,prednisolone-dimethylsulfoxide       preparation,[Induratio penis plastica: topical therapy with a prednisolone-dimethylsulfoxide       preparation].,1
PROCESS_OF,hypertensive,patients,"Results from a recent large-scale multicenter international       study (MEHP) have shown that a regimen initiating antihypertensive treatment with       100 mg metoprolol once daily is effective, safe, and well-tolerated in elderly       hypertensive patients.",0
USES,diagnosis,radiological,The radiological diagnosis of the reticuloses.,1
PROCESS_OF,obese,patient,A massively obese patient (199 kg) presented at term with a fetus in the       transverse lie.,1
TREATS,irradiation,squamous       cell carcinoma,This is an analysis of 526 patients with squamous       cell carcinoma of the head and neck who were treated with irradiation alone to       the primary lesion with curative intent.,1
USES,athletes,wheelchair,"Data       on wheelchair athletes suggest that, with persistence, many individuals in       wheelchairs can adjust relatively well to their disabilities.",1
PROCESS_OF,hypertensive,patients,The renin-angiotensin-aldosterone system in normotensive and hypertensive       patients with acromegaly.,1
